Nodes: 34, Radius: 0.2, Seed: 852397, Edges: 54

(2, 4, 10, 12, 22, 27, 28, 30)
(2, 4, 10, 12, 22, 27, 30, 33)
(2, 4, 10, 18, 24, 27, 28, 30)
(2, 4, 10, 18, 24, 27, 30, 33)
(2, 4, 10, 22, 24, 27, 28, 30)
(2, 4, 10, 22, 24, 27, 30, 33)
(2, 4, 11, 12, 18, 21, 27, 28)
(2, 4, 11, 12, 18, 21, 27, 33)
(2, 4, 11, 12, 18, 27, 28, 29)
(2, 4, 11, 12, 18, 27, 29, 33)
(2, 4, 11, 12, 21, 22, 27, 28)
(2, 4, 11, 12, 21, 22, 27, 33)
(2, 4, 11, 12, 22, 27, 28, 29)
(2, 4, 11, 12, 22, 27, 29, 33)
(2, 4, 11, 18, 21, 24, 27, 28)
(2, 4, 11, 18, 21, 24, 27, 33)
(2, 4, 11, 18, 24, 27, 28, 29)
(2, 4, 11, 18, 24, 27, 29, 33)
(2, 4, 11, 21, 22, 24, 27, 28)
(2, 4, 11, 21, 22, 24, 27, 33)
(2, 4, 11, 22, 24, 27, 28, 29)
(2, 4, 11, 22, 24, 27, 29, 33)
(2, 4, 12, 18, 21, 27, 28, 30)
(2, 4, 12, 18, 21, 27, 30, 33)
(2, 4, 12, 18, 27, 28, 29, 30)
(2, 4, 12, 18, 27, 29, 30, 33)
(2, 4, 12, 21, 22, 27, 28, 30)
(2, 4, 12, 21, 22, 27, 30, 33)
(2, 4, 12, 22, 27, 28, 29, 30)
(2, 4, 12, 22, 27, 29, 30, 33)
(2, 4, 18, 21, 24, 27, 28, 30)
(2, 4, 18, 21, 24, 27, 30, 33)
(2, 4, 18, 24, 27, 28, 29, 30)
(2, 4, 18, 24, 27, 29, 30, 33)
(2, 4, 21, 22, 24, 27, 28, 30)
(2, 4, 21, 22, 24, 27, 30, 33)
(2, 4, 22, 24, 27, 28, 29, 30)
(2, 4, 22, 24, 27, 29, 30, 33)
(2, 6, 9, 11, 12, 18, 21, 28)
(2, 6, 9, 11, 12, 18, 21, 33)
(2, 6, 9, 11, 12, 21, 22, 28)
(2, 6, 9, 11, 12, 21, 22, 33)
(2, 6, 9, 11, 18, 21, 24, 28)
(2, 6, 9, 11, 18, 21, 24, 33)
(2, 6, 9, 11, 21, 22, 24, 28)
(2, 6, 9, 11, 21, 22, 24, 33)
(2, 6, 9, 12, 18, 21, 28, 30)
(2, 6, 9, 12, 18, 21, 30, 33)
(2, 6, 9, 12, 21, 22, 28, 30)
(2, 6, 9, 12, 21, 22, 30, 33)
(2, 6, 9, 18, 21, 24, 28, 30)
(2, 6, 9, 18, 21, 24, 30, 33)
(2, 6, 9, 21, 22, 24, 28, 30)
(2, 6, 9, 21, 22, 24, 30, 33)
(2, 6, 10, 11, 12, 18, 21, 28)
(2, 6, 10, 11, 12, 18, 21, 33)
(2, 6, 10, 11, 12, 21, 22, 28)
(2, 6, 10, 11, 12, 21, 22, 33)
(2, 6, 10, 11, 18, 21, 24, 28)
(2, 6, 10, 11, 18, 21, 24, 33)
(2, 6, 10, 11, 21, 22, 24, 28)
(2, 6, 10, 11, 21, 22, 24, 33)
(2, 6, 10, 12, 18, 21, 28, 30)
(2, 6, 10, 12, 18, 21, 30, 33)
(2, 6, 10, 12, 21, 22, 28, 30)
(2, 6, 10, 12, 21, 22, 30, 33)
(2, 6, 10, 18, 21, 24, 28, 30)
(2, 6, 10, 18, 21, 24, 30, 33)
(2, 6, 10, 21, 22, 24, 28, 30)
(2, 6, 10, 21, 22, 24, 30, 33)
(2, 6, 11, 12, 18, 21, 28, 29)
(2, 6, 11, 12, 18, 21, 29, 33)
(2, 6, 11, 12, 21, 22, 28, 29)
(2, 6, 11, 12, 21, 22, 29, 33)
(2, 6, 11, 18, 21, 24, 28, 29)
(2, 6, 11, 18, 21, 24, 29, 33)
(2, 6, 11, 21, 22, 24, 28, 29)
(2, 6, 11, 21, 22, 24, 29, 33)
(2, 6, 12, 18, 21, 28, 29, 30)
(2, 6, 12, 18, 21, 29, 30, 33)
(2, 6, 12, 21, 22, 28, 29, 30)
(2, 6, 12, 21, 22, 29, 30, 33)
(2, 6, 18, 21, 24, 28, 29, 30)
(2, 6, 18, 21, 24, 29, 30, 33)
(2, 6, 21, 22, 24, 28, 29, 30)
(2, 6, 21, 22, 24, 29, 30, 33)
(2, 9, 11, 12, 18, 21, 27, 28)
(2, 9, 11, 12, 18, 21, 27, 33)
(2, 9, 11, 12, 21, 22, 27, 28)
(2, 9, 11, 12, 21, 22, 27, 33)
(2, 9, 11, 18, 21, 24, 27, 28)
(2, 9, 11, 18, 21, 24, 27, 33)
(2, 9, 11, 21, 22, 24, 27, 28)
(2, 9, 11, 21, 22, 24, 27, 33)
(2, 9, 12, 18, 21, 27, 28, 30)
(2, 9, 12, 18, 21, 27, 30, 33)
(2, 9, 12, 21, 22, 27, 28, 30)
(2, 9, 12, 21, 22, 27, 30, 33)
(2, 9, 18, 21, 24, 27, 28, 30)
(2, 9, 18, 21, 24, 27, 30, 33)
(2, 9, 21, 22, 24, 27, 28, 30)
(2, 9, 21, 22, 24, 27, 30, 33)
(2, 10, 11, 12, 18, 21, 27, 28)
(2, 10, 11, 12, 18, 21, 27, 33)
(2, 10, 11, 12, 21, 22, 27, 28)
(2, 10, 11, 12, 21, 22, 27, 33)
(2, 10, 11, 18, 21, 24, 27, 28)
(2, 10, 11, 18, 21, 24, 27, 33)
(2, 10, 11, 21, 22, 24, 27, 28)
(2, 10, 11, 21, 22, 24, 27, 33)
(2, 10, 12, 18, 21, 27, 28, 30)
(2, 10, 12, 18, 21, 27, 30, 33)
(2, 10, 12, 21, 22, 27, 28, 30)
(2, 10, 12, 21, 22, 27, 30, 33)
(2, 10, 18, 21, 24, 27, 28, 30)
(2, 10, 18, 21, 24, 27, 30, 33)
(2, 10, 21, 22, 24, 27, 28, 30)
(2, 10, 21, 22, 24, 27, 30, 33)
(2, 11, 12, 18, 21, 27, 28, 29)
(2, 11, 12, 18, 21, 27, 29, 33)
(2, 11, 12, 21, 22, 27, 28, 29)
(2, 11, 12, 21, 22, 27, 29, 33)
(2, 11, 18, 21, 24, 27, 28, 29)
(2, 11, 18, 21, 24, 27, 29, 33)
(2, 11, 21, 22, 24, 27, 28, 29)
(2, 11, 21, 22, 24, 27, 29, 33)
(2, 12, 18, 21, 27, 28, 29, 30)
(2, 12, 18, 21, 27, 29, 30, 33)
(2, 12, 21, 22, 27, 28, 29, 30)
(2, 12, 21, 22, 27, 29, 30, 33)
(2, 18, 21, 24, 27, 28, 29, 30)
(2, 18, 21, 24, 27, 29, 30, 33)
(2, 21, 22, 24, 27, 28, 29, 30)
(2, 21, 22, 24, 27, 29, 30, 33)
(4, 6, 9, 11, 12, 18, 28, 31)
(4, 6, 9, 11, 12, 18, 31, 33)
(4, 6, 9, 11, 12, 22, 28, 31)
(4, 6, 9, 11, 12, 22, 31, 33)
(4, 6, 9, 11, 18, 24, 28, 31)
(4, 6, 9, 11, 18, 24, 31, 33)
(4, 6, 9, 11, 22, 24, 28, 31)
(4, 6, 9, 11, 22, 24, 31, 33)
(4, 6, 9, 12, 18, 28, 30, 31)
(4, 6, 9, 12, 18, 30, 31, 33)
(4, 6, 9, 12, 22, 28, 30, 31)
(4, 6, 9, 12, 22, 30, 31, 33)
(4, 6, 9, 18, 24, 28, 30, 31)
(4, 6, 9, 18, 24, 30, 31, 33)
(4, 6, 9, 22, 24, 28, 30, 31)
(4, 6, 9, 22, 24, 30, 31, 33)
(4, 6, 10, 11, 12, 18, 28, 31)
(4, 6, 10, 11, 12, 18, 31, 33)
(4, 6, 10, 11, 12, 22, 28, 31)
(4, 6, 10, 11, 12, 22, 31, 33)
(4, 6, 10, 11, 18, 24, 28, 31)
(4, 6, 10, 11, 18, 24, 31, 33)
(4, 6, 10, 11, 22, 24, 28, 31)
(4, 6, 10, 11, 22, 24, 31, 33)
(4, 6, 10, 12, 18, 28, 30, 31)
(4, 6, 10, 12, 18, 30, 31, 33)
(4, 6, 10, 12, 22, 28, 30, 31)
(4, 6, 10, 12, 22, 30, 31, 33)
(4, 6, 10, 18, 24, 28, 30, 31)
(4, 6, 10, 18, 24, 30, 31, 33)
(4, 6, 10, 22, 24, 28, 30, 31)
(4, 6, 10, 22, 24, 30, 31, 33)
(4, 6, 11, 12, 18, 21, 28, 31)
(4, 6, 11, 12, 18, 21, 31, 33)
(4, 6, 11, 12, 18, 28, 29, 31)
(4, 6, 11, 12, 18, 29, 31, 33)
(4, 6, 11, 12, 21, 22, 28, 31)
(4, 6, 11, 12, 21, 22, 31, 33)
(4, 6, 11, 12, 22, 28, 29, 31)
(4, 6, 11, 12, 22, 29, 31, 33)
(4, 6, 11, 18, 21, 24, 28, 31)
(4, 6, 11, 18, 21, 24, 31, 33)
(4, 6, 11, 18, 24, 28, 29, 31)
(4, 6, 11, 18, 24, 29, 31, 33)
(4, 6, 11, 21, 22, 24, 28, 31)
(4, 6, 11, 21, 22, 24, 31, 33)
(4, 6, 11, 22, 24, 28, 29, 31)
(4, 6, 11, 22, 24, 29, 31, 33)
(4, 6, 12, 18, 21, 28, 30, 31)
(4, 6, 12, 18, 21, 30, 31, 33)
(4, 6, 12, 18, 28, 29, 30, 31)
(4, 6, 12, 18, 29, 30, 31, 33)
(4, 6, 12, 21, 22, 28, 30, 31)
(4, 6, 12, 21, 22, 30, 31, 33)
(4, 6, 12, 22, 28, 29, 30, 31)
(4, 6, 12, 22, 29, 30, 31, 33)
(4, 6, 18, 21, 24, 28, 30, 31)
(4, 6, 18, 21, 24, 30, 31, 33)
(4, 6, 18, 24, 28, 29, 30, 31)
(4, 6, 18, 24, 29, 30, 31, 33)
(4, 6, 21, 22, 24, 28, 30, 31)
(4, 6, 21, 22, 24, 30, 31, 33)
(4, 6, 22, 24, 28, 29, 30, 31)
(4, 6, 22, 24, 29, 30, 31, 33)
(4, 9, 11, 12, 18, 27, 28, 31)
(4, 9, 11, 12, 18, 27, 31, 33)
(4, 9, 11, 12, 22, 27, 28, 31)
(4, 9, 11, 12, 22, 27, 31, 33)
(4, 9, 11, 18, 24, 27, 28, 31)
(4, 9, 11, 18, 24, 27, 31, 33)
(4, 9, 11, 22, 24, 27, 28, 31)
(4, 9, 11, 22, 24, 27, 31, 33)
(4, 9, 12, 18, 27, 28, 30, 31)
(4, 9, 12, 18, 27, 30, 31, 33)
(4, 9, 12, 22, 27, 28, 30, 31)
(4, 9, 12, 22, 27, 30, 31, 33)
(4, 9, 18, 24, 27, 28, 30, 31)
(4, 9, 18, 24, 27, 30, 31, 33)
(4, 9, 22, 24, 27, 28, 30, 31)
(4, 9, 22, 24, 27, 30, 31, 33)
(4, 10, 11, 12, 18, 27, 28, 31)
(4, 10, 11, 12, 18, 27, 31, 33)
(4, 10, 11, 12, 22, 27, 28, 31)
(4, 10, 11, 12, 22, 27, 31, 33)
(4, 10, 11, 18, 24, 27, 28, 31)
(4, 10, 11, 18, 24, 27, 31, 33)
(4, 10, 11, 22, 24, 27, 28, 31)
(4, 10, 11, 22, 24, 27, 31, 33)
(4, 10, 12, 18, 27, 28, 30, 31)
(4, 10, 12, 18, 27, 30, 31, 33)
(4, 10, 12, 22, 27, 28, 30, 31)
(4, 10, 12, 22, 27, 30, 31, 33)
(4, 10, 18, 24, 27, 28, 30, 31)
(4, 10, 18, 24, 27, 30, 31, 33)
(4, 10, 22, 24, 27, 28, 30, 31)
(4, 10, 22, 24, 27, 30, 31, 33)
(4, 11, 12, 18, 21, 27, 28, 31)
(4, 11, 12, 18, 21, 27, 31, 33)
(4, 11, 12, 18, 27, 28, 29, 31)
(4, 11, 12, 18, 27, 29, 31, 33)
(4, 11, 12, 21, 22, 27, 28, 31)
(4, 11, 12, 21, 22, 27, 31, 33)
(4, 11, 12, 22, 27, 28, 29, 31)
(4, 11, 12, 22, 27, 29, 31, 33)
(4, 11, 18, 21, 24, 27, 28, 31)
(4, 11, 18, 21, 24, 27, 31, 33)
(4, 11, 18, 24, 27, 28, 29, 31)
(4, 11, 18, 24, 27, 29, 31, 33)
(4, 11, 21, 22, 24, 27, 28, 31)
(4, 11, 21, 22, 24, 27, 31, 33)
(4, 11, 22, 24, 27, 28, 29, 31)
(4, 11, 22, 24, 27, 29, 31, 33)
(4, 12, 18, 21, 27, 28, 30, 31)
(4, 12, 18, 21, 27, 30, 31, 33)
(4, 12, 18, 27, 28, 29, 30, 31)
(4, 12, 18, 27, 29, 30, 31, 33)
(4, 12, 21, 22, 27, 28, 30, 31)
(4, 12, 21, 22, 27, 30, 31, 33)
(4, 12, 22, 27, 28, 29, 30, 31)
(4, 12, 22, 27, 29, 30, 31, 33)
(4, 18, 21, 24, 27, 28, 30, 31)
(4, 18, 21, 24, 27, 30, 31, 33)
(4, 18, 24, 27, 28, 29, 30, 31)
(4, 18, 24, 27, 29, 30, 31, 33)
(4, 21, 22, 24, 27, 28, 30, 31)
(4, 21, 22, 24, 27, 30, 31, 33)
(4, 22, 24, 27, 28, 29, 30, 31)
(4, 22, 24, 27, 29, 30, 31, 33)
(6, 9, 11, 12, 18, 21, 28, 31)
(6, 9, 11, 12, 18, 21, 31, 33)
(6, 9, 11, 12, 21, 22, 28, 31)
(6, 9, 11, 12, 21, 22, 31, 33)
(6, 9, 11, 18, 21, 24, 28, 31)
(6, 9, 11, 18, 21, 24, 31, 33)
(6, 9, 11, 21, 22, 24, 28, 31)
(6, 9, 11, 21, 22, 24, 31, 33)
(6, 9, 12, 18, 21, 28, 30, 31)
(6, 9, 12, 18, 21, 30, 31, 33)
(6, 9, 12, 21, 22, 28, 30, 31)
(6, 9, 12, 21, 22, 30, 31, 33)
(6, 9, 18, 21, 24, 28, 30, 31)
(6, 9, 18, 21, 24, 30, 31, 33)
(6, 9, 21, 22, 24, 28, 30, 31)
(6, 9, 21, 22, 24, 30, 31, 33)
(6, 10, 11, 12, 18, 21, 28, 31)
(6, 10, 11, 12, 18, 21, 31, 33)
(6, 10, 11, 12, 21, 22, 28, 31)
(6, 10, 11, 12, 21, 22, 31, 33)
(6, 10, 11, 18, 21, 24, 28, 31)
(6, 10, 11, 18, 21, 24, 31, 33)
(6, 10, 11, 21, 22, 24, 28, 31)
(6, 10, 11, 21, 22, 24, 31, 33)
(6, 10, 12, 18, 21, 28, 30, 31)
(6, 10, 12, 18, 21, 30, 31, 33)
(6, 10, 12, 21, 22, 28, 30, 31)
(6, 10, 12, 21, 22, 30, 31, 33)
(6, 10, 18, 21, 24, 28, 30, 31)
(6, 10, 18, 21, 24, 30, 31, 33)
(6, 10, 21, 22, 24, 28, 30, 31)
(6, 10, 21, 22, 24, 30, 31, 33)
(6, 11, 12, 18, 21, 28, 29, 31)
(6, 11, 12, 18, 21, 29, 31, 33)
(6, 11, 12, 21, 22, 28, 29, 31)
(6, 11, 12, 21, 22, 29, 31, 33)
(6, 11, 18, 21, 24, 28, 29, 31)
(6, 11, 18, 21, 24, 29, 31, 33)
(6, 11, 21, 22, 24, 28, 29, 31)
(6, 11, 21, 22, 24, 29, 31, 33)
(6, 12, 18, 21, 28, 29, 30, 31)
(6, 12, 18, 21, 29, 30, 31, 33)
(6, 12, 21, 22, 28, 29, 30, 31)
(6, 12, 21, 22, 29, 30, 31, 33)
(6, 18, 21, 24, 28, 29, 30, 31)
(6, 18, 21, 24, 29, 30, 31, 33)
(6, 21, 22, 24, 28, 29, 30, 31)
(6, 21, 22, 24, 29, 30, 31, 33)
(9, 11, 12, 18, 21, 27, 28, 31)
(9, 11, 12, 18, 21, 27, 31, 33)
(9, 11, 12, 21, 22, 27, 28, 31)
(9, 11, 12, 21, 22, 27, 31, 33)
(9, 11, 18, 21, 24, 27, 28, 31)
(9, 11, 18, 21, 24, 27, 31, 33)
(9, 11, 21, 22, 24, 27, 28, 31)
(9, 11, 21, 22, 24, 27, 31, 33)
(9, 12, 18, 21, 27, 28, 30, 31)
(9, 12, 18, 21, 27, 30, 31, 33)
(9, 12, 21, 22, 27, 28, 30, 31)
(9, 12, 21, 22, 27, 30, 31, 33)
(9, 18, 21, 24, 27, 28, 30, 31)
(9, 18, 21, 24, 27, 30, 31, 33)
(9, 21, 22, 24, 27, 28, 30, 31)
(9, 21, 22, 24, 27, 30, 31, 33)
(10, 11, 12, 18, 21, 27, 28, 31)
(10, 11, 12, 18, 21, 27, 31, 33)
(10, 11, 12, 21, 22, 27, 28, 31)
(10, 11, 12, 21, 22, 27, 31, 33)
(10, 11, 18, 21, 24, 27, 28, 31)
(10, 11, 18, 21, 24, 27, 31, 33)
(10, 11, 21, 22, 24, 27, 28, 31)
(10, 11, 21, 22, 24, 27, 31, 33)
(10, 12, 18, 21, 27, 28, 30, 31)
(10, 12, 18, 21, 27, 30, 31, 33)
(10, 12, 21, 22, 27, 28, 30, 31)
(10, 12, 21, 22, 27, 30, 31, 33)
(10, 18, 21, 24, 27, 28, 30, 31)
(10, 18, 21, 24, 27, 30, 31, 33)
(10, 21, 22, 24, 27, 28, 30, 31)
(10, 21, 22, 24, 27, 30, 31, 33)
(11, 12, 18, 21, 27, 28, 29, 31)
(11, 12, 18, 21, 27, 29, 31, 33)
(11, 12, 21, 22, 27, 28, 29, 31)
(11, 12, 21, 22, 27, 29, 31, 33)
(11, 18, 21, 24, 27, 28, 29, 31)
(11, 18, 21, 24, 27, 29, 31, 33)
(11, 21, 22, 24, 27, 28, 29, 31)
(11, 21, 22, 24, 27, 29, 31, 33)
(12, 18, 21, 27, 28, 29, 30, 31)
(12, 18, 21, 27, 29, 30, 31, 33)
(12, 21, 22, 27, 28, 29, 30, 31)
(12, 21, 22, 27, 29, 30, 31, 33)
(18, 21, 24, 27, 28, 29, 30, 31)
(18, 21, 24, 27, 29, 30, 31, 33)
(21, 22, 24, 27, 28, 29, 30, 31)
(21, 22, 24, 27, 29, 30, 31, 33)
